"dataset","method","case_id","service","fault","repeat_no","n_train","n_cal","n_ab","alarm_fraction","detected","auc"
"RE1-SS","OC-SVM","RE1-SS_orders_delay_4","orders","delay","4",180,120,300,0,FALSE,0.8
"RE1-SS","PCA","RE1-SS_orders_delay_5","orders","delay","5",180,120,300,1,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_orders_delay_5","orders","delay","5",180,120,300,0.847,TRUE,0.978
"RE1-SS","OC-SVM","RE1-SS_orders_delay_5","orders","delay","5",180,120,300,0,FALSE,0.579
"RE1-SS","PCA","RE1-SS_orders_disk_1","orders","disk","1",180,120,300,0.96,TRUE,0.994
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_1","orders","disk","1",180,120,300,0.407,TRUE,0.92
"RE1-SS","OC-SVM","RE1-SS_orders_disk_1","orders","disk","1",180,120,300,0,FALSE,0.688
"RE1-SS","PCA","RE1-SS_orders_disk_2","orders","disk","2",180,120,300,0,FALSE,0.889
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_2","orders","disk","2",180,120,300,0.233,TRUE,0.834
"RE1-SS","OC-SVM","RE1-SS_orders_disk_2","orders","disk","2",180,120,300,0,FALSE,0.751
"RE1-SS","PCA","RE1-SS_orders_disk_3","orders","disk","3",180,120,300,0.993,TRUE,0.999
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_3","orders","disk","3",180,120,300,0.113,TRUE,0.902
"RE1-SS","OC-SVM","RE1-SS_orders_disk_3","orders","disk","3",180,120,300,0.993,TRUE,0.999
"RE1-SS","PCA","RE1-SS_orders_disk_4","orders","disk","4",180,120,300,0.973,TRUE,0.991
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_4","orders","disk","4",180,120,300,0.027,FALSE,0.769
"RE1-SS","OC-SVM","RE1-SS_orders_disk_4","orders","disk","4",180,120,300,0,FALSE,0.738
"RE1-SS","PCA","RE1-SS_orders_disk_5","orders","disk","5",180,120,300,0.99,TRUE,0.996
"RE1-SS","Isolation Forest","RE1-SS_orders_disk_5","orders","disk","5",180,120,300,0.327,TRUE,0.91
"RE1-SS","OC-SVM","RE1-SS_orders_disk_5","orders","disk","5",180,120,300,0,FALSE,0.984
"RE1-SS","PCA","RE1-SS_orders_mem_1","orders","mem","1",180,120,300,0.583,TRUE,0.848
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_1","orders","mem","1",180,120,300,0.817,TRUE,0.983
"RE1-SS","OC-SVM","RE1-SS_orders_mem_1","orders","mem","1",180,120,300,0,FALSE,0.671
"RE1-SS","PCA","RE1-SS_orders_mem_2","orders","mem","2",180,120,300,0.74,TRUE,0.938
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_2","orders","mem","2",180,120,300,0.877,TRUE,0.976
"RE1-SS","OC-SVM","RE1-SS_orders_mem_2","orders","mem","2",180,120,300,0,FALSE,0.529
"RE1-SS","PCA","RE1-SS_orders_mem_3","orders","mem","3",180,120,300,0.85,TRUE,0.934
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_3","orders","mem","3",180,120,300,0.813,TRUE,0.977
"RE1-SS","OC-SVM","RE1-SS_orders_mem_3","orders","mem","3",180,120,300,0,FALSE,0.575
"RE1-SS","PCA","RE1-SS_orders_mem_4","orders","mem","4",180,120,300,0.643,TRUE,0.966
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_4","orders","mem","4",180,120,300,0.713,TRUE,0.958
"RE1-SS","OC-SVM","RE1-SS_orders_mem_4","orders","mem","4",180,120,300,0,FALSE,0.759
"RE1-SS","PCA","RE1-SS_orders_mem_5","orders","mem","5",180,120,300,0.953,TRUE,0.984
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_5","orders","mem","5",180,120,300,0.44,TRUE,0.934
"RE1-SS","OC-SVM","RE1-SS_orders_mem_5","orders","mem","5",180,120,300,0,FALSE,0.7
"RE1-SS","PCA","RE1-SS_payment_cpu_1","payment","cpu","1",180,120,300,0.97,TRUE,0.989
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_1","payment","cpu","1",180,120,300,0.14,TRUE,0.636
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_1","payment","cpu","1",180,120,300,0,FALSE,0.554
"RE1-SS","PCA","RE1-SS_payment_cpu_2","payment","cpu","2",180,120,300,0.97,TRUE,0.985
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_2","payment","cpu","2",180,120,300,0.043,FALSE,0.809
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_2","payment","cpu","2",180,120,300,0,FALSE,0.688
"RE1-SS","PCA","RE1-SS_payment_cpu_3","payment","cpu","3",180,120,300,0.987,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_3","payment","cpu","3",180,120,300,0.573,TRUE,0.974
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_3","payment","cpu","3",180,120,300,0,FALSE,0.579
"RE1-SS","PCA","RE1-SS_payment_cpu_4","payment","cpu","4",180,120,300,0.95,TRUE,0.995
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_4","payment","cpu","4",180,120,300,0.627,TRUE,0.932
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_4","payment","cpu","4",180,120,300,0,FALSE,0.546
"RE1-SS","PCA","RE1-SS_payment_cpu_5","payment","cpu","5",180,120,300,0,FALSE,0.675
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_5","payment","cpu","5",180,120,300,0.053,FALSE,0.83
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_5","payment","cpu","5",180,120,300,0,FALSE,0.817
"RE1-SS","PCA","RE1-SS_payment_delay_1","payment","delay","1",180,120,300,0.967,TRUE,0.989
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_1","payment","delay","1",180,120,300,0.183,TRUE,0.872
"RE1-SS","OC-SVM","RE1-SS_payment_delay_1","payment","delay","1",180,120,300,0,FALSE,0.783
"RE1-SS","PCA","RE1-SS_payment_delay_2","payment","delay","2",180,120,300,0.767,TRUE,0.908
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_2","payment","delay","2",180,120,300,0.24,TRUE,0.919
"RE1-SS","OC-SVM","RE1-SS_payment_delay_2","payment","delay","2",180,120,300,0,FALSE,0.642
"RE1-SS","PCA","RE1-SS_payment_delay_3","payment","delay","3",180,120,300,0.97,TRUE,0.989
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_3","payment","delay","3",180,120,300,0.333,TRUE,0.873
"RE1-SS","OC-SVM","RE1-SS_payment_delay_3","payment","delay","3",180,120,300,0.97,TRUE,0.99
"RE1-SS","PCA","RE1-SS_payment_delay_4","payment","delay","4",180,120,300,0.63,TRUE,0.892
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_4","payment","delay","4",180,120,300,0.183,TRUE,0.868
"RE1-SS","OC-SVM","RE1-SS_payment_delay_4","payment","delay","4",180,120,300,0,FALSE,0.521
"RE1-SS","PCA","RE1-SS_payment_delay_5","payment","delay","5",180,120,300,0,FALSE,0.357
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_5","payment","delay","5",180,120,300,0.527,TRUE,0.936
"RE1-SS","OC-SVM","RE1-SS_payment_delay_5","payment","delay","5",180,120,300,0,FALSE,0.617
"RE1-SS","PCA","RE1-SS_payment_disk_1","payment","disk","1",180,120,300,0.987,TRUE,0.995
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_1","payment","disk","1",180,120,300,0.207,TRUE,0.92
"RE1-SS","OC-SVM","RE1-SS_payment_disk_1","payment","disk","1",180,120,300,0,FALSE,0.608
"RE1-SS","PCA","RE1-SS_payment_disk_2","payment","disk","2",180,120,300,0.997,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_2","payment","disk","2",180,120,300,0.733,TRUE,0.963
"RE1-SS","OC-SVM","RE1-SS_payment_disk_2","payment","disk","2",180,120,300,0,FALSE,0.5
"RE1-SS","PCA","RE1-SS_payment_disk_3","payment","disk","3",180,120,300,0.783,TRUE,0.845
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_3","payment","disk","3",180,120,300,0.677,TRUE,0.914
"RE1-SS","OC-SVM","RE1-SS_payment_disk_3","payment","disk","3",180,120,300,0,FALSE,0.642
"RE1-SS","PCA","RE1-SS_payment_disk_4","payment","disk","4",180,120,300,0.997,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_4","payment","disk","4",180,120,300,0.04,FALSE,0.818
"RE1-SS","OC-SVM","RE1-SS_payment_disk_4","payment","disk","4",180,120,300,0,FALSE,0.504
"RE1-SS","PCA","RE1-SS_payment_disk_5","payment","disk","5",180,120,300,0.11,TRUE,0.774
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_5","payment","disk","5",180,120,300,0.223,TRUE,0.89
"RE1-SS","OC-SVM","RE1-SS_payment_disk_5","payment","disk","5",180,120,300,0,FALSE,0.75
"RE1-SS","PCA","RE1-SS_payment_mem_1","payment","mem","1",180,120,300,0.957,TRUE,0.991
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_1","payment","mem","1",180,120,300,0.953,TRUE,0.99
"RE1-SS","OC-SVM","RE1-SS_payment_mem_1","payment","mem","1",180,120,300,0,FALSE,0.738
"RE1-SS","PCA","RE1-SS_payment_mem_2","payment","mem","2",180,120,300,0.98,TRUE,0.995
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_2","payment","mem","2",180,120,300,0.757,TRUE,0.964
"RE1-SS","OC-SVM","RE1-SS_payment_mem_2","payment","mem","2",180,120,300,0,FALSE,0.562
"RE1-SS","PCA","RE1-SS_payment_mem_3","payment","mem","3",180,120,300,1,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_3","payment","mem","3",180,120,300,0.953,TRUE,0.983
"RE1-SS","OC-SVM","RE1-SS_payment_mem_3","payment","mem","3",180,120,300,0,FALSE,0.575
"RE1-SS","PCA","RE1-SS_payment_mem_4","payment","mem","4",180,120,300,0.987,TRUE,0.995
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_4","payment","mem","4",180,120,300,0.817,TRUE,0.962
"RE1-SS","OC-SVM","RE1-SS_payment_mem_4","payment","mem","4",180,120,300,0,FALSE,0.712
"RE1-SS","PCA","RE1-SS_payment_mem_5","payment","mem","5",180,120,300,0.983,TRUE,0.994
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_5","payment","mem","5",180,120,300,0.967,TRUE,0.991
"RE1-SS","OC-SVM","RE1-SS_payment_mem_5","payment","mem","5",180,120,300,0,FALSE,0.818
"RE1-SS","PCA","RE1-SS_user_cpu_1","user","cpu","1",180,120,300,0.973,TRUE,0.99
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_1","user","cpu","1",180,120,300,0.67,TRUE,0.964
"RE1-SS","OC-SVM","RE1-SS_user_cpu_1","user","cpu","1",180,120,300,0,FALSE,0.667
"RE1-SS","PCA","RE1-SS_user_cpu_2","user","cpu","2",180,120,300,0.79,TRUE,0.958
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_2","user","cpu","2",180,120,300,0.163,TRUE,0.87
"RE1-SS","OC-SVM","RE1-SS_user_cpu_2","user","cpu","2",180,120,300,0,FALSE,0.667
"RE1-SS","PCA","RE1-SS_user_cpu_3","user","cpu","3",180,120,300,0.973,TRUE,0.988
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_3","user","cpu","3",180,120,300,0.16,TRUE,0.888
"RE1-SS","OC-SVM","RE1-SS_user_cpu_3","user","cpu","3",180,120,300,0,FALSE,0.508
"RE1-SS","PCA","RE1-SS_user_cpu_4","user","cpu","4",180,120,300,0.977,TRUE,0.998
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_4","user","cpu","4",180,120,300,0.65,TRUE,0.979
"RE1-SS","OC-SVM","RE1-SS_user_cpu_4","user","cpu","4",180,120,300,0.977,TRUE,0.998
"RE1-SS","PCA","RE1-SS_user_cpu_5","user","cpu","5",180,120,300,0.97,TRUE,0.999
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_5","user","cpu","5",180,120,300,0.197,TRUE,0.845
"RE1-SS","OC-SVM","RE1-SS_user_cpu_5","user","cpu","5",180,120,300,0,FALSE,0.633
"RE1-SS","PCA","RE1-SS_user_delay_1","user","delay","1",180,120,300,1,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_user_delay_1","user","delay","1",180,120,300,0.947,TRUE,0.98
"RE1-SS","OC-SVM","RE1-SS_user_delay_1","user","delay","1",180,120,300,0,FALSE,0.817
"RE1-SS","PCA","RE1-SS_user_delay_2","user","delay","2",180,120,300,0.97,TRUE,0.986
"RE1-SS","Isolation Forest","RE1-SS_user_delay_2","user","delay","2",180,120,300,0.837,TRUE,0.991
"RE1-SS","OC-SVM","RE1-SS_user_delay_2","user","delay","2",180,120,300,0,FALSE,0.504
"RE1-SS","PCA","RE1-SS_user_delay_3","user","delay","3",180,120,300,0.967,TRUE,0.997
"RE1-SS","Isolation Forest","RE1-SS_user_delay_3","user","delay","3",180,120,300,0.963,TRUE,0.995
"RE1-SS","OC-SVM","RE1-SS_user_delay_3","user","delay","3",180,120,300,0,FALSE,0.55
"RE1-SS","PCA","RE1-SS_user_delay_4","user","delay","4",180,120,300,0.377,TRUE,0.979
"RE1-SS","Isolation Forest","RE1-SS_user_delay_4","user","delay","4",180,120,300,0.847,TRUE,0.981
"RE1-SS","OC-SVM","RE1-SS_user_delay_4","user","delay","4",180,120,300,0,FALSE,0.725
"RE1-SS","PCA","RE1-SS_user_delay_5","user","delay","5",180,120,300,0.853,TRUE,0.978
"RE1-SS","Isolation Forest","RE1-SS_user_delay_5","user","delay","5",180,120,300,0.67,TRUE,0.975
"RE1-SS","OC-SVM","RE1-SS_user_delay_5","user","delay","5",180,120,300,0,FALSE,0.5
"RE1-SS","PCA","RE1-SS_user_disk_1","user","disk","1",180,120,300,0.993,TRUE,1
"RE1-SS","Isolation Forest","RE1-SS_user_disk_1","user","disk","1",180,120,300,0.417,TRUE,0.962
"RE1-SS","OC-SVM","RE1-SS_user_disk_1","user","disk","1",180,120,300,0,FALSE,0.604
"RE1-SS","PCA","RE1-SS_user_disk_2","user","disk","2",180,120,300,0.79,TRUE,0.973
"RE1-SS","Isolation Forest","RE1-SS_user_disk_2","user","disk","2",180,120,300,0.043,FALSE,0.83
"RE1-SS","OC-SVM","RE1-SS_user_disk_2","user","disk","2",180,120,300,0,FALSE,0.679
"RE1-SS","PCA","RE1-SS_user_disk_3","user","disk","3",180,120,300,0.91,TRUE,0.97
"RE1-SS","Isolation Forest","RE1-SS_user_disk_3","user","disk","3",180,120,300,0.227,TRUE,0.93
"RE1-SS","OC-SVM","RE1-SS_user_disk_3","user","disk","3",180,120,300,0,FALSE,0.779
"RE1-SS","PCA","RE1-SS_user_disk_4","user","disk","4",180,120,300,0.153,TRUE,0.929
"RE1-SS","Isolation Forest","RE1-SS_user_disk_4","user","disk","4",180,120,300,0.187,TRUE,0.855
"RE1-SS","OC-SVM","RE1-SS_user_disk_4","user","disk","4",180,120,300,0,FALSE,0.957
"RE1-SS","PCA","RE1-SS_user_disk_5","user","disk","5",180,120,300,0.817,TRUE,0.974
"RE1-SS","Isolation Forest","RE1-SS_user_disk_5","user","disk","5",180,120,300,0.317,TRUE,0.967
"RE1-SS","OC-SVM","RE1-SS_user_disk_5","user","disk","5",180,120,300,0,FALSE,0.654
"RE1-SS","PCA","RE1-SS_user_mem_1","user","mem","1",180,120,247,0.98,TRUE,0.99
"RE1-SS","Isolation Forest","RE1-SS_user_mem_1","user","mem","1",180,120,247,0.964,TRUE,0.994
"RE1-SS","OC-SVM","RE1-SS_user_mem_1","user","mem","1",180,120,247,0,FALSE,0.637
"RE1-SS","PCA","RE1-SS_user_mem_2","user","mem","2",180,120,300,0.977,TRUE,0.986
"RE1-SS","Isolation Forest","RE1-SS_user_mem_2","user","mem","2",180,120,300,0.953,TRUE,0.983
"RE1-SS","OC-SVM","RE1-SS_user_mem_2","user","mem","2",180,120,300,0,FALSE,0.512
"RE1-SS","PCA","RE1-SS_user_mem_3","user","mem","3",180,120,300,0.98,TRUE,0.99
"RE1-SS","Isolation Forest","RE1-SS_user_mem_3","user","mem","3",180,120,300,0.877,TRUE,0.977
"RE1-SS","OC-SVM","RE1-SS_user_mem_3","user","mem","3",180,120,300,0,FALSE,0.742
"RE1-SS","PCA","RE1-SS_user_mem_4","user","mem","4",180,120,300,0.97,TRUE,0.989
"RE1-SS","Isolation Forest","RE1-SS_user_mem_4","user","mem","4",180,120,300,0.947,TRUE,0.981
"RE1-SS","OC-SVM","RE1-SS_user_mem_4","user","mem","4",180,120,300,0,FALSE,0.521
"RE1-SS","PCA","RE1-SS_user_mem_5","user","mem","5",180,120,300,0,FALSE,0.097
"RE1-SS","Isolation Forest","RE1-SS_user_mem_5","user","mem","5",180,120,300,0.807,TRUE,0.977
"RE1-SS","OC-SVM","RE1-SS_user_mem_5","user","mem","5",180,120,300,0,FALSE,0.521
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_1","ts-auth-service","cpu","1",180,120,300,1,TRUE,0.998
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_1","ts-auth-service","cpu","1",180,120,300,0.24,TRUE,0.648
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_1","ts-auth-service","cpu","1",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_2","ts-auth-service","cpu","2",180,120,300,0.877,TRUE,0.989
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_2","ts-auth-service","cpu","2",180,120,300,0.207,TRUE,0.789
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_2","ts-auth-service","cpu","2",180,120,300,0,FALSE,0.583
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_3","ts-auth-service","cpu","3",180,120,300,0.073,FALSE,0.775
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_3","ts-auth-service","cpu","3",180,120,300,0.027,FALSE,0.413
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_3","ts-auth-service","cpu","3",180,120,300,0,FALSE,0.537
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_4","ts-auth-service","cpu","4",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_4","ts-auth-service","cpu","4",180,120,300,0.303,TRUE,0.812
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_4","ts-auth-service","cpu","4",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-auth-service_cpu_5","ts-auth-service","cpu","5",180,120,300,0.73,TRUE,0.946
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_cpu_5","ts-auth-service","cpu","5",180,120,300,0.277,TRUE,0.861
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_cpu_5","ts-auth-service","cpu","5",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_1","ts-auth-service","delay","1",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_1","ts-auth-service","delay","1",180,120,300,0.077,FALSE,0.739
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_1","ts-auth-service","delay","1",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_2","ts-auth-service","delay","2",180,120,300,0,FALSE,0.795
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_2","ts-auth-service","delay","2",180,120,300,0.183,TRUE,0.868
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_2","ts-auth-service","delay","2",180,120,300,0,FALSE,0.621
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_3","ts-auth-service","delay","3",180,120,300,0.167,TRUE,0.665
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_3","ts-auth-service","delay","3",180,120,300,0.003,FALSE,0.484
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_3","ts-auth-service","delay","3",180,120,300,0,FALSE,0.55
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_4","ts-auth-service","delay","4",180,120,300,0.663,TRUE,0.938
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_4","ts-auth-service","delay","4",180,120,300,0.083,FALSE,0.635
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_4","ts-auth-service","delay","4",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-auth-service_delay_5","ts-auth-service","delay","5",180,120,300,0.74,TRUE,0.984
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_delay_5","ts-auth-service","delay","5",180,120,300,0.477,TRUE,0.88
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_delay_5","ts-auth-service","delay","5",180,120,300,0,FALSE,0.562
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_1","ts-auth-service","disk","1",180,120,300,0.987,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_1","ts-auth-service","disk","1",180,120,300,0.333,TRUE,0.955
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_1","ts-auth-service","disk","1",180,120,300,0,FALSE,0.529
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_2","ts-auth-service","disk","2",180,120,300,0.967,TRUE,0.998
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_2","ts-auth-service","disk","2",180,120,300,0.11,TRUE,0.813
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_2","ts-auth-service","disk","2",180,120,300,0,FALSE,0.613
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_3","ts-auth-service","disk","3",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_3","ts-auth-service","disk","3",180,120,300,0.3,TRUE,0.916
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_3","ts-auth-service","disk","3",180,120,300,0,FALSE,0.579
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_4","ts-auth-service","disk","4",180,120,300,0.98,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_4","ts-auth-service","disk","4",180,120,300,0.673,TRUE,0.952
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_4","ts-auth-service","disk","4",180,120,300,0,FALSE,0.629
"RE1-TT","PCA","RE1-TT_ts-auth-service_disk_5","ts-auth-service","disk","5",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_disk_5","ts-auth-service","disk","5",180,120,300,0.283,TRUE,0.903
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_disk_5","ts-auth-service","disk","5",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_1","ts-auth-service","mem","1",180,120,300,0.973,TRUE,0.987
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_1","ts-auth-service","mem","1",180,120,300,0.727,TRUE,0.952
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_1","ts-auth-service","mem","1",180,120,300,0,FALSE,0.517
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_2","ts-auth-service","mem","2",180,120,300,0.957,TRUE,0.976
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_2","ts-auth-service","mem","2",180,120,300,0.677,TRUE,0.971
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_2","ts-auth-service","mem","2",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_3","ts-auth-service","mem","3",180,120,300,0.917,TRUE,0.988
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_3","ts-auth-service","mem","3",180,120,300,0.623,TRUE,0.933
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_3","ts-auth-service","mem","3",180,120,300,0,FALSE,0.529
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_4","ts-auth-service","mem","4",180,120,300,0,FALSE,0.208
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_4","ts-auth-service","mem","4",180,120,300,0.62,TRUE,0.919
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_4","ts-auth-service","mem","4",180,120,300,0,FALSE,0.517
"RE1-TT","PCA","RE1-TT_ts-auth-service_mem_5","ts-auth-service","mem","5",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-auth-service_mem_5","ts-auth-service","mem","5",180,120,300,0.467,TRUE,0.964
"RE1-TT","OC-SVM","RE1-TT_ts-auth-service_mem_5","ts-auth-service","mem","5",180,120,300,0,FALSE,0.542
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_1","ts-order-service","cpu","1",180,120,300,0.453,TRUE,0.883
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_1","ts-order-service","cpu","1",180,120,300,0.077,FALSE,0.808
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_1","ts-order-service","cpu","1",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_2","ts-order-service","cpu","2",180,120,300,0.1,TRUE,0.819
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_2","ts-order-service","cpu","2",180,120,300,0.053,FALSE,0.66
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_2","ts-order-service","cpu","2",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_3","ts-order-service","cpu","3",180,120,300,0.527,TRUE,0.937
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_3","ts-order-service","cpu","3",180,120,300,0.167,TRUE,0.792
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_3","ts-order-service","cpu","3",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_4","ts-order-service","cpu","4",180,120,300,0.583,TRUE,0.903
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_4","ts-order-service","cpu","4",180,120,300,0.283,TRUE,0.777
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_4","ts-order-service","cpu","4",180,120,300,0,FALSE,0.637
"RE1-TT","PCA","RE1-TT_ts-order-service_cpu_5","ts-order-service","cpu","5",180,120,300,0.343,TRUE,0.923
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_cpu_5","ts-order-service","cpu","5",180,120,300,0.02,FALSE,0.628
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_cpu_5","ts-order-service","cpu","5",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_1","ts-order-service","delay","1",180,120,300,0.97,TRUE,0.997
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_1","ts-order-service","delay","1",180,120,300,0.37,TRUE,0.871
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_1","ts-order-service","delay","1",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_2","ts-order-service","delay","2",180,120,300,0.98,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_2","ts-order-service","delay","2",180,120,300,0.087,FALSE,0.747
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_2","ts-order-service","delay","2",180,120,300,0,FALSE,0.537
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_3","ts-order-service","delay","3",180,120,300,0.967,TRUE,0.996
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_3","ts-order-service","delay","3",180,120,300,0.107,TRUE,0.733
